Unnamed: 0.1,Unnamed: 0,University Admission year,Gender,Age (Years),H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily? (Hours ),How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media? (Hours),Status of your English language proficiency,Average attendance on class (Percentage ),Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development? (Hours ),What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly Family Income ,Performance_Category
817,817,2021,Male,21,2021.0,BCSE,4,No,Yes,1,1,Online,Yes,Yes,7,Intermediate,80,Yes,Yes,No,Machine Learning,1,Software,In a relationship,Yes,Bachelor,No,1.95,No,2.88,43.0,68000.0,Moderate Performance
818,818,2021,Female,22,2018.0,BCSE,6,Yes,Yes,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Web development skill(Frontend),1,Data Science,Single,No,Family,No,2.77,No,3.56,56.0,70000.0,Poor Performance
819,819,2019,Male,21,2018.0,BCSE,8,Yes,Yes,7,2,Offline,Yes,Yes,2,Advance,100,No,No,No,Machine Learning,2,Hardware,Single,Yes,Bachelor,No,2.75,No,3.93,125.0,70000.0,Poor Performance
820,820,2021,Female,21,2020.0,BCSE,6,Yes,Yes,6,5,Offline,Yes,Yes,6,Intermediate,100,No,No,Yes,Networking,6,Software,Single,No,Bachelor,No,2.61,No,3.78,35.0,70000.0,Poor Performance
821,821,2020,Female,22,2020.0,BCSE,7,No,Yes,6,2,Online,Yes,Yes,4,Advance,30,Yes,No,Yes,Cyber security,1,UI/UX,In a relationship,No,Family,No,1.35,No,2.65,105.0,70000.0,Poor Performance
822,822,2020,Male,20,2020.0,BCSE,10,No,Yes,1,3,Offline,Yes,Yes,2,Advance,87,Yes,No,No,Networking,1,Hardware,In a relationship,No,Bachelor,No,2.44,No,3.56,135.0,70000.0,Poor Performance
823,823,2022,Female,20,2021.0,BCSE,6,No,Yes,4,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Web development skill(Frontend),1,Software,In a relationship,Yes,Bachelor,Yes,1.56,No,2.64,78.0,70000.0,Moderate Performance
824,824,2022,Female,20,2021.0,BCSE,5,No,Yes,3,3,Offline,Yes,Yes,2,Advance,100,No,No,Yes,Networking,1,Hardware,In a relationship,No,Bachelor,No,1.76,No,2.84,58.0,70000.0,Moderate Performance
825,825,2022,Female,20,2020.0,BCSE,4,No,Yes,5,3,Offline,Yes,Yes,6,Intermediate,70,No,No,Yes,Web development skill(Frontend),2,Software,In a relationship,Yes,Family,No,1.9,No,3.13,89.0,71000.0,Moderate Performance
826,826,2021,Male,21,2020.0,BCSE,6,No,Yes,4,2,Offline,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,3,UI/UX,Single,No,Family,No,1.99,No,3.05,79.0,71000.0,Good Performance
827,827,2022,Female,21,2021.0,BCSE,7,No,Yes,1,2,Offline,Yes,Yes,2,Intermediate,56,Yes,No,No,Artificial Intelligence,2,Data Science,In a relationship,No,Family,No,2.43,No,3.55,107.0,71000.0,Poor Performance
828,828,2020,Female,20,2020.0,BCSE,11,Yes,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Networking,1,Hardware,Married,No,Family,No,2.78,No,3.83,143.0,74000.0,Poor Performance
829,829,2020,Male,22,2019.0,BCSE,9,Yes,Yes,3,4,Offline,Yes,Yes,6,Advance,100,No,No,No,Programming,3,UI/UX,Single,No,Bachelor,Yes,1.81,No,2.95,137.0,75000.0,Moderate Performance
830,830,2020,Male,20,2020.0,BCSE,11,Yes,Yes,7,4,Offline,Yes,Yes,2,Advance,100,No,No,No,Cyber security,3,Data Science,Single,Yes,Family,No,2.91,No,3.97,139.0,75000.0,Poor Performance
831,831,2023,Male,19,2022.0,BCSE,2,No,Yes,3,1,Online,Yes,Yes,5,Basic,100,No,No,No,Cyber security,1,UI/UX,Single,No,Bachelor,No,2.65,No,3.57,27.0,75000.0,Poor Performance
832,832,2019,Male,24,2018.0,BCSE,11,No,Yes,4,2,Online,Yes,Yes,6,Intermediate,77,No,No,Yes,Cyber security,2,Data Science,Single,No,Family,Yes,2.23,No,3.65,145.0,76000.0,Poor Performance
833,833,2020,Female,21,2019.0,BCSE,7,No,Yes,3,1,Online,Yes,Yes,6,Basic,86,No,No,No,Web development skill(Backend),3,Software,Single,No,Family,Yes,2.13,No,3.28,98.0,77000.0,Good Performance
834,834,2019,Male,23,2019.0,BCSE,11,Yes,Yes,5,3,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Machine Learning,2,Software,Single,Yes,Family,No,2.66,No,3.85,145.0,77000.0,Poor Performance
835,835,2020,Female,20,2020.0,BCSE,11,No,Yes,3,3,Online,Yes,No,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),4,Software,Single,Yes,Family,No,2.87,No,3.9,143.0,77000.0,Poor Performance
836,836,2022,Female,20,2021.0,BCSE,7,No,Yes,2,2,Online,Yes,Yes,3,Intermediate,67,No,No,Yes,Networking,3,Hardware,In a relationship,Yes,Bachelor,Yes,2.65,No,3.75,95.0,77000.0,Poor Performance
837,837,2021,Female,22,2021.0,BCSE,10,No,Yes,2,3,Online,Yes,No,1,Intermediate,100,No,No,No,Web development skill(Backend),2,Software,In a relationship,Yes,Family,No,1.38,No,2.51,134.0,77000.0,Moderate Performance
838,838,2019,Male,25,2018.0,BCSE,11,Yes,Yes,5,3,Online,Yes,No,12,Intermediate,100,No,No,Yes,Machine Learning,2,UI/UX,Married,No,Family,No,2.19,No,3.45,103.0,78000.0,Good Performance
839,839,2020,Female,20,2019.0,BCSE,8,No,Yes,3,1,Offline,Yes,No,6,Intermediate,80,No,No,No,Web development skill(Backend),3,Data Science,Single,No,Family,No,2.11,No,3.46,101.0,78000.0,Good Performance
840,840,2020,Female,25,2019.0,BCSE,11,No,Yes,1,2,Offline,Yes,Yes,2,Basic,67,Yes,No,No,Machine Learning,4,Data Science,Married,Yes,Family,No,1.78,No,2.8,143.0,78000.0,Poor Performance
841,841,2021,Female,19,2021.0,BCSE,7,No,Yes,3,2,Offline,Yes,Yes,5,Intermediate,100,No,No,No,Artificial Intelligence,2,Hardware,Single,No,Bachelor,No,2.45,No,3.76,100.0,78000.0,Poor Performance
842,842,2021,Male,20,2020.0,BCSE,10,No,Yes,2,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Networking,4,Hardware,Single,Yes,Family,No,2.67,No,3.7,132.0,79000.0,Poor Performance
843,843,2021,Male,21,2021.0,BCSE,9,Yes,Yes,3,3,Online,Yes,Yes,2,Basic,100,Yes,No,Yes,Programming,2,Data Science,In a relationship,Yes,Family,No,2.61,No,3.77,123.0,79000.0,Poor Performance
844,844,2020,Female,25,2018.0,BCSE,12,Yes,Yes,6,4,Online,Yes,Yes,6,Intermediate,80,No,No,Yes,Web development skill(Frontend),3,Software,Married,No,Family,No,1.61,No,2.81,133.0,80000.0,Moderate Performance
845,845,2020,Male,23,2019.0,BCSE,9,No,Yes,1,1,Offline,Yes,Yes,5,Basic,100,No,No,Yes,Networking,1,Hardware,Married,No,Bachelor,No,2.89,No,3.89,102.0,80000.0,Poor Performance
846,846,2021,Female,20,2020.0,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,3,Basic,100,Yes,No,No,Cyber security,4,Data Science,Married,Yes,Family,No,1.68,No,2.71,101.0,80000.0,Moderate Performance
847,847,2020,Male,20,2020.0,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,3,Advance,100,No,No,Yes,Cyber security,2,Data Science,In a relationship,Yes,Bachelor,No,1.63,No,2.7,143.0,80000.0,Moderate Performance
848,848,2021,Male,20,2021.0,BCSE,7,No,Yes,2,1,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Machine Learning,3,Software,In a relationship,No,Family,No,1.56,No,2.64,97.0,80000.0,Moderate Performance
849,849,2020,Male,20,2020.0,BCSE,11,No,Yes,4,1,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,In a relationship,Yes,Bachelor,No,2.75,No,3.8,143.0,81000.0,Poor Performance
850,850,2020,Male,22,2018.0,BCSE,7,Yes,Yes,6,3,Offline,Yes,No,3,Advance,100,No,No,No,Web development skill(Backend),3,Software,Single,No,Family,No,2.56,No,3.95,115.0,85000.0,Poor Performance
851,851,2020,Female,22,2020.0,BCSE,11,No,Yes,2,3,Offline,Yes,Yes,1,Intermediate,100,Yes,No,No,Web development skill(Backend),4,Software,Married,No,Family,No,2.56,No,3.66,143.0,86000.0,Poor Performance
852,852,2019,Male,24,2018.0,BCSE,11,No,Yes,5,2,Offline,Yes,Yes,3,Intermediate,89,Yes,No,No,Networking,4,Hardware,Single,Yes,Bachelor,No,1.76,No,2.89,143.0,87000.0,Moderate Performance
853,853,2020,Male,23,2019.0,BCSE,10,No,Yes,2,2,Offline,Yes,Yes,3,Intermediate,79,Yes,No,No,Networking,1,Hardware,Single,Yes,Bachelor,No,2.87,No,3.91,139.0,88000.0,Poor Performance
854,854,2022,Male,20,2021.0,BCSE,7,No,Yes,3,1,Offline,Yes,Yes,2,Basic,50,No,No,No,Artificial Intelligence,4,Data Science,In a relationship,Yes,Bachelor,No,1.56,No,2.63,88.0,88000.0,Poor Performance
855,855,2019,Male,21,2018.0,BCSE,11,Yes,Yes,2,1,Offline,Yes,Yes,4,Intermediate,100,No,No,Yes,Machine Learning,2,Data Science,In a relationship,Yes,Bachelor,Yes,2.57,No,3.88,145.0,89000.0,Poor Performance
856,856,2021,Female,20,2020.0,BCSE,10,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Machine Learning,2,Data Science,Single,No,Bachelor,No,2.55,No,3.6,135.0,89000.0,Poor Performance
857,857,2022,Female,19,2021.0,BCSE,4,Yes,Yes,5,2,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Machine Learning,2,Hardware,Single,Yes,Family,No,2.56,No,3.89,29.0,89000.0,Poor Performance
858,858,2019,Male,24,2019.0,BCSE,11,Yes,Yes,6,3,Online,Yes,No,2,Advance,100,No,No,Yes,Artificial Intelligence,1,Hardware,Single,Yes,Family,No,2.87,No,3.94,143.0,90000.0,Poor Performance
859,859,2019,Female,24,2019.0,BCSE,11,No,No,1,2,Offline,Yes,No,5,Advance,100,No,No,Yes,Networking,2,Hardware,Single,Yes,Bachelor,No,2.48,No,3.78,144.0,90000.0,Poor Performance
860,860,2021,Male,24,2019.0,BCSE,6,No,Yes,1,1,Offline,Yes,Yes,10,Advance,90,No,No,No,Networking,1,Hardware,Single,No,Bachelor,No,1.35,No,2.65,98.0,90000.0,Moderate Performance
861,861,2020,Male,22,2020.0,BCSE,7,No,Yes,5,2,Online,Yes,Yes,8,Advance,100,No,No,No,Web development skill(Frontend),2,UI/UX,Single,No,Family,No,1.56,No,2.98,99.0,90000.0,Moderate Performance
862,862,2022,Male,20,2021.0,BCSE,5,No,Yes,2,2,Offline,Yes,No,3,Advance,100,No,No,Yes,Web development skill(Backend),2,Software,In a relationship,No,Family,Yes,1.86,No,2.91,60.0,93000.0,Moderate Performance
863,863,2023,Female,19,2021.0,BCSE,2,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Artificial Intelligence,2,Software,Single,No,Bachelor,No,2.77,No,3.83,30.0,95000.0,Poor Performance
864,864,2022,Female,21,2021.0,BCSE,6,No,Yes,1,2,Offline,Yes,Yes,3,Intermediate,53,Yes,No,No,Networking,1,Hardware,In a relationship,No,Bachelor,No,2.81,No,3.9,83.0,95000.0,Poor Performance
865,865,2021,Female,21,2020.0,BCSE,9,Yes,Yes,2,1,Offline,Yes,Yes,3,Advance,100,Yes,No,No,Artificial Intelligence,2,Data Science,Single,Yes,Family,No,2.75,No,3.81,120.0,96000.0,Poor Performance
866,866,2019,Male,25,2018.0,BCSE,11,No,Yes,5,1,Offline,Yes,Yes,3,Advance,67,No,No,Yes,Web development skill(Frontend),4,Software,Single,Yes,Bachelor,No,1.56,No,2.63,143.0,97000.0,Poor Performance
867,867,2020,Male,23,2019.0,BCSE,10,Yes,Yes,2,1,Offline,Yes,Yes,6,Intermediate,100,No,No,No,Networking,1,Hardware,Single,No,Family,No,2.91,No,3.98,91.0,97000.0,Poor Performance
868,868,2022,Male,21,2021.0,BCSE,5,No,Yes,2,2,Offline,Yes,No,2,Advance,54,No,No,No,Networking,2,Hardware,Married,No,Family,No,1.54,No,2.63,68.0,97000.0,Poor Performance
869,869,2022,Female,22,2019.0,BCSE,4,Yes,No,8,1,Online,Yes,Yes,10,Advance,70,Yes,No,Yes,Web development skill(Backend),1,UI/UX,In a relationship,Yes,Family,No,2.9,No,3.88,60.0,100000.0,Poor Performance
870,870,2020,Male,21,2019.0,BCSE,9,No,Yes,3,1,Offline,Yes,Yes,3,Basic,56,Yes,No,No,Cyber security,4,Data Science,In a relationship,Yes,Family,Yes,2.67,No,3.75,116.0,100000.0,Poor Performance
871,871,2021,Male,20,2021.0,BCSE,8,No,Yes,4,2,Online,Yes,No,5,Intermediate,100,No,No,No,Cyber security,1,Data Science,Single,No,Family,No,2.33,No,3.45,102.0,100000.0,Good Performance
872,872,2020,Female,24,2018.0,BCSE,9,No,Yes,3,3,Offline,Yes,Yes,3,Intermediate,68,No,No,No,Networking,4,Hardware,In a relationship,Yes,Bachelor,No,2.76,No,3.56,123.0,110000.0,Poor Performance
873,873,2021,Male,21,2020.0,BCSE,6,No,Yes,5,2,Online,Yes,Yes,9,Intermediate,60,Yes,No,No,Web development skill(Frontend),2,Machine Learning / Deep Learning,In a relationship,No,Bachelor,No,1.23,No,2.76,89.0,110000.0,Poor Performance
874,874,2020,Female,22,2020.0,BCSE,10,No,Yes,2,3,Online,Yes,Yes,3,Intermediate,55,Yes,No,No,Programming,4,UI/UX,Married,No,Family,No,2.35,No,3.48,135.0,116000.0,Moderate Performance
875,875,2019,Female,25,2018.0,BCSE,11,Yes,Yes,6,3,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Artificial Intelligence,2,Hardware,Single,No,Family,No,2.07,No,3.12,144.0,119000.0,Good Performance
876,876,2020,Male,20,2020.0,BCSE,11,No,Yes,4,1,Online,Yes,Yes,2,Advance,100,Yes,No,No,Cyber security,1,Data Science,Single,Yes,Bachelor,No,2.56,No,3.6,143.0,120000.0,Poor Performance
877,877,2022,Female,21,2021.0,BCSE,6,No,Yes,3,1,Offline,Yes,Yes,2,Basic,63,No,No,Yes,Networking,2,Hardware,Single,No,Family,No,1.77,No,2.8,78.0,120000.0,Poor Performance
878,878,2022,Female,20,2021.0,BCSE,6,No,Yes,3,2,Offline,Yes,Yes,3,Basic,66,Yes,Yes,No,Networking,4,Hardware,In a relationship,No,Bachelor,No,2.67,No,3.77,78.0,120000.0,Poor Performance
879,879,2019,Female,22,2019.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Web development skill(Backend),4,Software,Single,Yes,Bachelor,No,1.86,No,2.93,143.0,121000.0,Moderate Performance
880,880,2022,Male,20,2020.0,BCSE,5,No,Yes,1,2,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Web development skill(Frontend),4,Software,Single,Yes,Bachelor,No,1.87,No,2.94,68.0,121000.0,Moderate Performance
881,881,2021,Male,20,2019.0,BCSE,7,No,Yes,2,1,Online,Yes,Yes,9,Intermediate,80,Yes,No,Yes,Programming,2,Software,Single,No,Family,Yes,1.22,No,2.78,107.0,130000.0,Moderate Performance
882,882,2022,Female,21,2021.0,BCSE,6,No,Yes,3,3,Offline,Yes,Yes,2,Intermediate,100,Yes,No,Yes,Artificial Intelligence,4,Data Science,In a relationship,Yes,Bachelor,No,1.4,No,2.54,77.0,130000.0,Moderate Performance
883,883,2022,Female,20,2021.0,BCSE,5,No,Yes,3,3,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Cyber security,2,Data Science,Single,Yes,Family,No,1.78,No,2.83,59.0,135000.0,Moderate Performance
884,884,2022,Male,20,2021.0,BCSE,5,No,Yes,4,3,Offline,Yes,Yes,3,Intermediate,78,No,No,Yes,Web development skill(Frontend),4,Software,Married,No,Family,No,1.77,No,2.85,63.0,136000.0,Poor Performance
885,885,2019,Male,22,2018.0,BCSE,11,No,Yes,5,3,Offline,Yes,No,5,Advance,100,No,No,No,Programming,1,UI/UX,Single,No,Family,Yes,2.55,No,3.66,143.0,137000.0,Poor Performance
886,886,2019,Female,25,2018.0,BCSE,11,Yes,Yes,5,3,Offline,Yes,Yes,3,Intermediate,35,Yes,No,Yes,Networking,2,Hardware,In a relationship,Yes,Bachelor,No,2.81,No,3.9,143.0,144000.0,Poor Performance
887,887,2021,Female,20,2020.0,BCSE,9,No,Yes,2,2,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),2,Data Science,In a relationship,Yes,Family,No,2.34,No,3.44,113.0,167000.0,Good Performance
888,888,2020,Male,20,2020.0,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,3,Advance,87,Yes,No,No,Cyber security,4,Data Science,Single,Yes,Family,No,2.35,No,3.43,143.0,170000.0,Good Performance
889,889,2021,Female,20,2020.0,BCSE,8,No,Yes,1,2,Online,Yes,Yes,2,Basic,46,Yes,No,No,Cyber security,2,Data Science,In a relationship,Yes,Bachelor,No,2.65,No,3.77,100.0,180000.0,Poor Performance
890,890,2022,Male,23,2020.0,BCSE,8,Yes,Yes,4,4,Offline,Yes,Yes,4,Basic,100,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.5,No,2.22,18.0,200000.0,Moderate Performance
891,891,2021,Male,22,2020.0,BCSE,9,No,Yes,3,3,Offline,Yes,No,2,Basic,100,Yes,No,No,Networking,2,Hardware,Married,Yes,Family,No,1.56,No,2.78,121.0,200000.0,Moderate Performance
892,892,2019,Female,25,2018.0,BCSE,11,No,Yes,5,3,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Web development skill(Frontend),4,Software,Single,No,Bachelor,No,1.4,No,2.52,144.0,210000.0,Moderate Performance
